Function: strncmp
Variant: default
                                    generic_strncmp	__strncmp_lsx	__strncmp_aligned
========================================================================================================================
 strlen=8, len=1, align1=0, align2=0:         0.64	        0.56 ( 12.51%)	        0.53 ( 18.10%)	
 strlen=8, len=7, align1=7, align2=7:         0.92	        0.62 ( 32.85%)	        0.69 ( 24.64%)	
strlen=8, len=7, align1=7, align2=14:         1.12	        0.80 ( 28.65%)	        0.98 ( 12.48%)	
strlen=8, len=7, align1=14, align2=7:         1.12	        0.80 ( 28.53%)	        0.98 ( 12.52%)	
strlen=8, len=7, align1=7, align2=21:         1.12	        0.72 ( 35.70%)	        0.98 ( 12.48%)	
 strlen=8, len=8, align1=0, align2=0:         0.70	        0.56 ( 19.44%)	        0.56 ( 19.44%)	
 strlen=8, len=8, align1=0, align2=0:         0.64	        0.56 ( 12.54%)	        0.52 ( 18.78%)	
 strlen=8, len=8, align1=0, align2=0:         0.64	        0.56 ( 12.52%)	        0.52 ( 18.77%)	
 strlen=8, len=8, align1=8, align2=8:         0.70	        0.56 ( 20.03%)	        0.56 ( 20.02%)	
 strlen=8, len=8, align1=8, align2=8:         0.64	        0.56 ( 12.50%)	        0.52 ( 18.77%)	
 strlen=8, len=8, align1=8, align2=8:         0.64	        0.56 ( 12.48%)	        0.52 ( 18.75%)	
strlen=8, len=8, align1=8, align2=16:         0.72	        0.72 ( -0.03%)	        0.56 ( 22.23%)	
strlen=8, len=8, align1=16, align2=8:         0.64	        0.72 (-12.52%)	        0.52 ( 18.75%)	
strlen=8, len=8, align1=8, align2=24:         0.64	        0.56 ( 12.48%)	        0.52 ( 18.73%)	
 strlen=8, len=8, align1=0, align2=0:         0.72	        0.56 ( 22.24%)	        0.56 ( 22.27%)	
 strlen=8, len=8, align1=0, align2=0:         0.64	        0.56 ( 12.48%)	        0.52 ( 18.73%)	
 strlen=8, len=8, align1=0, align2=0:         0.64	        0.63 (  1.49%)	        0.52 ( 18.75%)	
 strlen=8, len=8, align1=8, align2=8:         0.72	        0.56 ( 22.21%)	        0.56 ( 22.23%)	
 strlen=8, len=8, align1=8, align2=8:         0.64	        0.56 ( 12.50%)	        0.52 ( 18.75%)	
 strlen=8, len=8, align1=8, align2=8:         0.64	        0.56 ( 12.50%)	        0.52 ( 18.73%)	
strlen=8, len=8, align1=8, align2=16:         0.72	        0.72 ( -0.03%)	        0.56 ( 22.25%)	
strlen=8, len=8, align1=16, align2=8:         0.64	        0.72 (-12.48%)	        0.52 ( 18.77%)	
strlen=8, len=8, align1=8, align2=24:         0.64	        0.56 ( 12.50%)	        0.52 ( 18.73%)	
 strlen=8, len=9, align1=0, align2=0:         1.00	        0.56 ( 44.18%)	        0.69 ( 30.89%)	
 strlen=8, len=9, align1=0, align2=0:         0.96	        0.56 ( 41.65%)	        0.69 ( 27.79%)	
 strlen=8, len=9, align1=0, align2=0:         1.00	        0.56 ( 43.99%)	        0.69 ( 30.68%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.55%)	        0.69 ( 51.88%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.55%)	        0.69 ( 51.86%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.54%)	        0.72 ( 50.01%)	
strlen=8, len=9, align1=9, align2=18:         1.68	        0.80 ( 52.21%)	        0.99 ( 41.37%)	
strlen=8, len=9, align1=18, align2=9:         1.74	        0.80 ( 53.91%)	        0.98 ( 43.55%)	
strlen=8, len=9, align1=9, align2=27:         1.68	        0.84 ( 49.96%)	        0.98 ( 41.66%)	
 strlen=8, len=9, align1=0, align2=0:         0.96	        0.56 ( 41.66%)	        0.69 ( 27.77%)	
 strlen=8, len=9, align1=0, align2=0:         1.00	        0.56 ( 43.97%)	        0.69 ( 30.67%)	
 strlen=8, len=9, align1=0, align2=0:         0.96	        0.56 ( 41.66%)	        0.72 ( 25.03%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.56%)	        0.69 ( 51.86%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.53%)	        0.72 ( 50.01%)	
 strlen=8, len=9, align1=9, align2=9:         1.44	        0.64 ( 55.67%)	        0.72 ( 50.14%)	
strlen=8, len=9, align1=9, align2=18:         1.68	        0.80 ( 52.35%)	        0.98 ( 41.66%)	
strlen=8, len=9, align1=18, align2=9:         1.64	        0.80 ( 51.21%)	        0.98 ( 40.24%)	
strlen=8, len=9, align1=9, align2=27:         1.68	        0.84 ( 49.97%)	        0.98 ( 41.65%)	
strlen=8, len=10, align1=0, align2=0:         1.00	        0.56 ( 43.92%)	        0.69 ( 30.55%)	
strlen=8, len=10, align1=0, align2=0:         1.04	        0.56 ( 45.83%)	        0.72 ( 30.40%)	
strlen=8, len=10, align1=0, align2=0:         0.94	        0.56 ( 40.12%)	        0.72 ( 23.04%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.51%)	        0.69 ( 47.48%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.50%)	        0.72 ( 45.45%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.50%)	        0.72 ( 45.45%)	
strlen=8, len=10, align1=10, align2=20:         1.56	        0.80 ( 48.70%)	        0.98 ( 37.18%)	
strlen=8, len=10, align1=20, align2=10:         1.40	        0.80 ( 42.86%)	        0.98 ( 30.01%)	
strlen=8, len=10, align1=10, align2=30:         1.60	        0.84 ( 47.40%)	        0.98 ( 38.75%)	
strlen=8, len=10, align1=0, align2=0:         0.96	        0.56 ( 41.65%)	        0.69 ( 27.79%)	
strlen=8, len=10, align1=0, align2=0:         0.96	        0.56 ( 41.54%)	        0.69 ( 27.80%)	
strlen=8, len=10, align1=0, align2=0:         1.00	        0.56 ( 44.00%)	        0.69 ( 30.67%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.50%)	        0.72 ( 45.44%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.40%)	        0.78 ( 41.01%)	
strlen=8, len=10, align1=10, align2=10:         1.32	        0.64 ( 51.52%)	        0.72 ( 45.45%)	
strlen=8, len=10, align1=10, align2=20:         1.56	        0.80 ( 48.70%)	        0.98 ( 37.02%)	
strlen=8, len=10, align1=20, align2=10:         1.40	        0.80 ( 42.94%)	        0.98 ( 30.12%)	
strlen=8, len=10, align1=10, align2=30:         1.60	        0.84 ( 47.48%)	        0.98 ( 38.73%)	
strlen=8, len=11, align1=0, align2=0:         1.00	        0.56 ( 44.06%)	        0.69 ( 30.74%)	
strlen=8, len=11, align1=0, align2=0:         0.96	        0.56 ( 41.52%)	        0.72 ( 25.08%)	
strlen=8, len=11, align1=0, align2=0:         0.96	        0.56 ( 41.66%)	        0.69 ( 27.80%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.39%)	        0.69 ( 44.07%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.38%)	        0.69 ( 44.10%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.37%)	        0.72 ( 41.95%)	
strlen=8, len=11, align1=11, align2=22:         1.44	        0.80 ( 44.41%)	        0.86 ( 40.24%)	
strlen=8, len=11, align1=22, align2=11:         1.24	        0.84 ( 32.28%)	        0.98 ( 20.98%)	
strlen=8, len=11, align1=11, align2=33:         1.52	        0.80 ( 47.34%)	        0.98 ( 35.53%)	
strlen=8, len=11, align1=0, align2=0:         0.96	        0.56 ( 41.64%)	        0.72 ( 24.98%)	
strlen=8, len=11, align1=0, align2=0:         1.00	        0.56 ( 43.78%)	        0.69 ( 30.44%)	
strlen=8, len=11, align1=0, align2=0:         0.96	        0.56 ( 41.65%)	        0.69 ( 27.79%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.39%)	        0.72 ( 41.93%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.37%)	        0.69 ( 44.11%)	
strlen=8, len=11, align1=11, align2=11:         1.24	        0.64 ( 48.39%)	        0.72 ( 41.93%)	
strlen=8, len=11, align1=11, align2=22:         1.44	        0.80 ( 44.42%)	        0.86 ( 40.26%)	
strlen=8, len=11, align1=22, align2=11:         1.24	        0.84 ( 32.26%)	        0.98 ( 20.78%)	
strlen=8, len=11, align1=11, align2=33:         1.52	        0.80 ( 47.34%)	        0.98 ( 35.52%)	
strlen=8, len=12, align1=0, align2=0:         1.00	        0.56 ( 43.97%)	        0.72 ( 28.02%)	
strlen=8, len=12, align1=0, align2=0:         1.00	        0.56 ( 43.99%)	        0.72 ( 28.02%)	
strlen=8, len=12, align1=0, align2=0:         1.00	        0.62 ( 38.40%)	        0.72 ( 28.01%)	
strlen=8, len=12, align1=12, align2=12:         1.24	        0.64 ( 48.39%)	        0.56 ( 54.80%)	
strlen=8, len=12, align1=12, align2=12:         1.16	        0.64 ( 44.84%)	        0.70 ( 40.13%)	
strlen=8, len=12, align1=12, align2=12:         1.16	        0.64 ( 44.80%)	        0.72 ( 37.93%)	
strlen=8, len=12, align1=12, align2=24:         1.40	        0.84 ( 39.99%)	        0.86 ( 38.58%)	
strlen=8, len=12, align1=24, align2=12:         1.34	        0.84 ( 37.02%)	        0.98 ( 26.89%)	
strlen=8, len=12, align1=12, align2=36:         1.16	        0.88 ( 24.10%)	        0.69 ( 40.25%)	
strlen=8, len=12, align1=0, align2=0:         0.95	        0.56 ( 40.75%)	        0.69 ( 26.65%)	
strlen=8, len=12, align1=0, align2=0:         0.95	        0.56 ( 41.19%)	        0.72 ( 24.46%)	
strlen=8, len=12, align1=0, align2=0:         0.96	        0.56 ( 41.73%)	        0.72 ( 25.10%)	
strlen=8, len=12, align1=12, align2=12:         1.24	        0.64 ( 48.40%)	        0.56 ( 54.84%)	
strlen=8, len=12, align1=12, align2=12:         1.16	        0.64 ( 44.82%)	        0.72 ( 37.93%)	
strlen=8, len=12, align1=12, align2=12:         1.16	        0.64 ( 44.83%)	        0.72 ( 37.94%)	
strlen=8, len=12, align1=12, align2=24:         1.40	        0.84 ( 39.99%)	        0.86 ( 38.57%)	
strlen=8, len=12, align1=24, align2=12:         1.34	        0.84 ( 37.30%)	        0.98 ( 26.86%)	
strlen=8, len=12, align1=12, align2=36:         1.16	        0.88 ( 24.12%)	        0.69 ( 40.22%)	
strlen=8, len=13, align1=0, align2=0:         0.92	        0.56 ( 39.13%)	        0.72 ( 21.74%)	
strlen=8, len=13, align1=0, align2=0:         1.00	        0.56 ( 43.98%)	        0.69 ( 30.68%)	
strlen=8, len=13, align1=0, align2=0:         0.96	        0.56 ( 41.66%)	        0.72 ( 25.02%)	
strlen=8, len=13, align1=13, align2=13:         1.04	        0.64 ( 38.39%)	        0.56 ( 46.17%)	
strlen=8, len=13, align1=13, align2=13:         1.08	        0.64 ( 40.76%)	        0.72 ( 33.37%)	
strlen=8, len=13, align1=13, align2=13:         1.08	        0.64 ( 40.74%)	        0.69 ( 35.82%)	
strlen=8, len=13, align1=13, align2=26:         1.44	        0.84 ( 41.60%)	        0.86 ( 40.30%)	
strlen=8, len=13, align1=26, align2=13:         1.56	        0.84 ( 46.15%)	        0.98 ( 37.19%)	
strlen=8, len=13, align1=13, align2=39:         1.32	        0.84 ( 36.36%)	        0.98 ( 25.77%)	
strlen=8, len=13, align1=0, align2=0:         0.98	        0.56 ( 42.98%)	        0.72 ( 26.69%)	
strlen=8, len=13, align1=0, align2=0:         0.96	        0.56 ( 41.64%)	        0.69 ( 27.76%)	
strlen=8, len=13, align1=0, align2=0:         0.96	        0.56 ( 41.36%)	        0.69 ( 27.41%)	
strlen=8, len=13, align1=13, align2=13:         1.04	        0.64 ( 38.46%)	        0.56 ( 46.15%)	
strlen=8, len=13, align1=13, align2=13:         1.08	        0.64 ( 40.73%)	        0.72 ( 33.34%)	
strlen=8, len=13, align1=13, align2=13:         1.08	        0.64 ( 40.71%)	        0.69 ( 35.80%)	
strlen=8, len=13, align1=13, align2=26:         1.44	        0.84 ( 41.66%)	        0.86 ( 40.28%)	
strlen=8, len=13, align1=26, align2=13:         1.56	        0.84 ( 46.13%)	        0.98 ( 37.16%)	
strlen=8, len=13, align1=13, align2=39:         1.32	        0.84 ( 36.36%)	        0.98 ( 25.76%)	
strlen=8, len=14, align1=0, align2=0:         0.96	        0.56 ( 41.67%)	        0.69 ( 27.78%)	
strlen=8, len=14, align1=0, align2=0:         1.00	        0.56 ( 43.99%)	        0.72 ( 28.01%)	
strlen=8, len=14, align1=0, align2=0:         0.92	        0.56 ( 39.11%)	        0.72 ( 21.76%)	
strlen=8, len=14, align1=14, align2=14:         0.96	        0.64 ( 33.38%)	        0.56 ( 41.69%)	
strlen=8, len=14, align1=14, align2=14:         1.00	        0.64 ( 36.02%)	        0.72 ( 28.03%)	
strlen=8, len=14, align1=14, align2=14:         1.05	        0.64 ( 39.17%)	        0.72 ( 31.58%)	
strlen=8, len=14, align1=14, align2=28:         1.36	        0.84 ( 38.23%)	        0.86 ( 36.76%)	
strlen=8, len=14, align1=28, align2=14:         1.32	        0.84 ( 36.38%)	        0.98 ( 25.77%)	
strlen=8, len=14, align1=14, align2=42:         1.24	        0.84 ( 32.24%)	        0.98 ( 20.99%)	
strlen=8, len=14, align1=0, align2=0:         0.96	        0.56 ( 41.65%)	        0.69 ( 27.78%)	
strlen=8, len=14, align1=0, align2=0:         0.95	        0.56 ( 40.83%)	        0.69 ( 26.76%)	
strlen=8, len=14, align1=0, align2=0:         0.96	        0.56 ( 41.66%)	        0.72 ( 25.02%)	
strlen=8, len=14, align1=14, align2=14:         0.96	        0.64 ( 33.35%)	        0.56 ( 41.67%)	
strlen=8, len=14, align1=14, align2=14:         1.00	        0.64 ( 35.99%)	        0.72 ( 28.00%)	
strlen=8, len=14, align1=14, align2=14:         1.00	        0.64 ( 35.87%)	        0.72 ( 28.01%)	
strlen=8, len=14, align1=14, align2=28:         1.36	        0.84 ( 38.14%)	        0.86 ( 36.75%)	
strlen=8, len=14, align1=28, align2=14:         1.32	        0.84 ( 36.35%)	        0.98 ( 25.76%)	
strlen=8, len=14, align1=14, align2=42:         1.24	        0.84 ( 32.26%)	        1.04 ( 16.45%)	
strlen=8, len=15, align1=0, align2=0:         0.92	        0.56 ( 39.13%)	        0.69 ( 24.66%)	
strlen=8, len=15, align1=0, align2=0:         0.92	        0.56 ( 39.14%)	        0.72 ( 21.76%)	
